text,cedis_code,cedis_complaint,domain,source,rule_applied
"Patient is shaking, light headed, dizzy, unable to eat since being taken off clonazepam suddenly not <DATE_TIME> but the <DATE_TIME> before. Has not been able to sleep in <DATE_TIME>. Has been withdrawing <DATE_TIME>, cant sleep, muscle spasms. dry heeving",753,Substance withdrawal,Substance Misuse,silver,
"Pt states that she needs her clonazepam to live life, she cant stop shaking and her thoughts are restless.",753,Substance withdrawal,Substance Misuse,silver,
Other nervous system problem (shakes from medicine withdrawal/chemical dependancy),753,Substance withdrawal,Substance Misuse,rule,SUBSTANCE_WITHDRAWAL
Mental Health problem: Chronic Care,866,Minor complaints NOS,General and Minor,silver,
"Patient came in <DATE_TIME> having tremors in hands, anxious feeling. Needs her anti-anxiety medicine. clonazepam and clonidine.",352,Anxiety/situational crisis,Mental Health,rule,ANXIETY
fever and body aches with abdominal bloating,852,Fever,General and Minor,silver,
nausea and fever since he ate take out food <DATE_TIME>,257,Nausea and/or vomiting,Gastrointestinal,silver,
"right lower leg redness, swelling and pain.",12,Unilateral reddened hot limb,Cardiovascular,silver,
high fever other rash of leg,708,Rash,Skin,silver,
fever chills body aches and now has a red painful rash on leg,709,Localized swelling/redness,Skin,silver,
vtc,999,Unknown,General and Minor,silver,
chest and back pain,3,Chest pain—cardiac features,Cardiovascular,silver,
chest pain and sob,3,Chest pain—cardiac features,Cardiovascular,silver,
Follow up after hospital,855,Direct referral for consultation,General and Minor,silver,
"At <DATE_TIME> while watching tv developed left sided chest pain (sharo,constant) with sob, weakness and fatigue. x of MI",3,Chest pain—cardiac features,Cardiovascular,silver,
Post op wound care.,865,Post-operative complications,General and Minor,rule,POST_OP
VTC FV FMH D/C,999,Unknown,General and Minor,silver,
"CP, started at <DATE_TIME> with SOB started at <DATE_TIME>",3,Chest pain—cardiac features,Cardiovascular,silver,
F/U ER visit,855,Direct referral for consultation,General and Minor,silver,
76yoM Pre Op CE IOL OS for decreased vision.,504,Visual disturbance,Ophthalmology,silver,
"Pre Op Ce/IOL OD, POD 1 Ce/IOL OS. Vision is ""a little bit better"" OS, using Moxi and Pf TID OS.",752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
"76M POD1 CEIOL OD, POD3 CEIOL OS. Pt sts vision has been well, denies new floaters/flashes. ""I'm using both of the drops 3 times sometimes 4 times a day""",752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
"Chest pain, emesis",3,Chest pain—cardiac features,Cardiovascular,silver,
F/u inpatient d/C,866,Minor complaints NOS,General and Minor,silver,
"<PERSON> pain, loss of appetite since in recently",252,Anorexia,Gastrointestinal,silver,
"sob, chest injury",804,Isolated chest trauma—blunt,Trauma,silver,
pt intoxicated and woke up with chest pain. doesn't remember trauma,3,Chest pain—cardiac features,Cardiovascular,silver,
61 yo male follow up pneumonia,866,Minor complaints NOS,General and Minor,silver,
recheck on pneumonia: doing better,866,Minor complaints NOS,General and Minor,silver,
covid pos,851,Exposure to communicable disease,General and Minor,silver,
hospital dc follow up,866,Minor complaints NOS,General and Minor,silver,
right hip pain and right wrist fracture,555,Lower extremity pain,Orthopedic,silver,
"chest heaviness since 1100 with radiation lt left shoulder, arm and neck, diff to take deep breathe",3,Chest pain—cardiac features,Cardiovascular,silver,
"Pt BIB Flight Crew from <LOCATION>, Dx with NSTEMI, Pt received nitro paste, aspirin, lovenox, and metoprolol PTA. Pt arrives without CP, NSR on monitor. No cardiac Hx.",3,Chest pain—cardiac features,Cardiovascular,rule,STEMI_NSTEMI
f/u after d/c for cardiac surgery,866,Minor complaints NOS,General and Minor,silver,
"F 76 yo here for draining ear for <DATE_TIME>, and sore on top of head, great grand son <PERSON> was seen and reported for impetigo and was given med",55,"Discharge, ear",ENT - Ears,silver,
contact impetigo,851,Exposure to communicable disease,General and Minor,silver,
"F 76 yo here for headache since <DATE_TIME>, and stay home til she can't take the headache anymore",404,Headache,Neurologic,silver,
muscle tension headache other headache,404,Headache,Neurologic,silver,
"F 76 yo here for stroke at the store phone call at <DATE_TIME> stating Patient is having stroke,",409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
stroke : chronic care visit,409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
pt states got to hot <DATE_TIME>,205,Hypothermia,Environmental,silver,
"76 yo female CC: here for Follow up for <LOCATION>, and eye swelling evaluated at Hospital on <DATE_TIME> for possible stroke",409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
"Follow-up After Hospital or regional clinic for synascope,",8,Syncope/pre-syncope,Cardiovascular,silver,
"Authorized in from <LOCATION>, with Guardian. At 1200 while doing laundry developed substernal chest pain, non radiating (dull) that was on/off with some sob, broke out in a sweat. received nitro x ytwo with relief",3,Chest pain—cardiac features,Cardiovascular,silver,
77 yo female CC: VTC appointment with PCP for L breast lump/pain,712,"Lumps, bumps, calluses",Skin,silver,
pt flown in for cp and sob.,3,Chest pain—cardiac features,Cardiovascular,silver,
78 YO Female CC: Recheck Visit for Pneumonia,154,URTI complaints,ENT - Nose,silver,
Recheck Pneumonia post discharge from Hospital,154,URTI complaints,ENT - Nose,silver,
Hip pain,555,Lower extremity pain,Orthopedic,silver,
"BIB Guardian Flight from <LOCATION>, right femur fx fall from standing. at ALF",557,Lower extremity injury,Orthopedic,rule,FEMUR_FRACTURE
"74 yo F here for swelling of ankles,legs and face",10,Bilateral leg swelling/edema,Cardiovascular,silver,
Swelling possible heart failure,9,"Edema, generalized",Cardiovascular,silver,
"CHF, respiratory distress",999,Unknown,General and Minor,rule,CHF_UNKNOWN
"BIB Guardian for shortness of breath, COPD, PNA, new onset CHF. pt on BiPAP on arrival. lasix and ativan given PTA. AOx3, resp even and unlabored.",999,Unknown,General and Minor,rule,CHF_UNKNOWN
follow-up hospital discharge/heart failure,865,Post-operative complications,General and Minor,silver,
NP Cor pulmonale; Post hospital discharge for COPD exacerbation,651,Shortness of breath,Respiratory,silver,
"(Ref) Cirrhosis, <PERSON>, <LOCATION>",866,Minor complaints NOS,General and Minor,silver,
c/o of not feeling well and tired.,7,General weakness,Cardiovascular,silver,
pt transferred from for bilateral pulmonary embolisms and pneumonia,651,Shortness of breath,Respiratory,silver,
"pt comes in by ems. hypoxia, dypsnea. wet sounding cough afebrile",651,Shortness of breath,Respiratory,silver,
open fracture laceraton/scrap other tooth injury,704,Laceration/puncture,Skin,silver,
"atv accident with head, L elbow and L knee injury",802,Major trauma—blunt,Trauma,silver,
see trauma downtime charting,802,Major trauma—blunt,Trauma,silver,
"s/p L olecranon skin graft and muscle flap, <DATE_OF_SERVICE> w/ Dr. <PROVIDER>",865,Post-operative complications,General and Minor,rule,POST_OP
"Came from patient housing, discharged <DATE_TIME> due to ATV accident, complaining of left foot swelling and left wrist swelling. Patient denies pain but states she is concerned about swelling.",558,Joint(s) swelling,Orthopedic,silver,
F/u L elbow,856,Dressing change,General and Minor,silver,
running out of losartan and atenolol,861,Prescription/medication request,General and Minor,silver,
"72 yo fever states its a chronic fever, lack of appetite, dehydrated.",7,General weakness,Cardiovascular,rule,DEHYDRATION
severe dehydration other cause of vomiting,7,General weakness,Cardiovascular,rule,DEHYDRATION
N/V for <DATE_TIME> with chemo,257,Nausea and/or vomiting,Gastrointestinal,silver,
"C/O emesis & anarexia. Gastric cancer Pt on chemo. Ambulatory, speaking & breathing easily. Skin hot, dry, appropriate color.",252,Anorexia,Gastrointestinal,silver,
PerOp colonoscopy,866,Minor complaints NOS,General and Minor,silver,
"NP-palpitations, preop clearance, labs, echo, 24HM, ekg",5,Palpitations/irregular heart beat,Cardiovascular,silver,
Heart pain <DATE_TIME>,3,Chest pain—cardiac features,Cardiovascular,silver,
"Male <DATE_TIME>, came in with heart problem started all of sudden <DATE_TIME> at home.",3,Chest pain—cardiac features,Cardiovascular,silver,
chest pain once <DATE_TIME>,3,Chest pain—cardiac features,Cardiovascular,silver,
"cp, weakness",3,Chest pain—cardiac features,Cardiovascular,silver,
Vitals for vidyo <PERSON>,866,Minor complaints NOS,General and Minor,silver,
"Here for Labs, Vital Signs",866,Minor complaints NOS,General and Minor,silver,
f/u bil leg inf,10,Bilateral leg swelling/edema,Cardiovascular,silver,
"Abdominal pain, n/v",251,Abdominal pain,Gastrointestinal,silver,
"Pt transfer for pancreatitis; hx chronic pain, afib, aflutter, htn and pre; pt moaning in pain but able to answer questions; received 150 mcg fentanyl in flight",5,Palpitations/irregular heart beat,Cardiovascular,rule,AFIB_RVR
"s/p dilated bile ducts, FV ER",865,Post-operative complications,General and Minor,rule,POST_OP
"VTC for Chronic <PERSON>,",866,Minor complaints NOS,General and Minor,silver,
VTC with Internal Med provider at,866,Minor complaints NOS,General and Minor,silver,
pain in lower back and left arm,554,Upper extremity pain,Orthopedic,silver,
f/u chronic back pain,551,Back pain,Orthopedic,silver,
PT PRESENTS TO <PERSON> WITH CHEST PAIN AND SOB THAT WAS SUDDEN ONSET JUST PRIOR TO ARRIVAL,3,Chest pain—cardiac features,Cardiovascular,silver,
ESTABLISH CARE,866,Minor complaints NOS,General and Minor,silver,
"76 yo male CC: slurred speech, not oriented. Dr. <PERSON> called <DATE_TIME> and asked if we can get vitals from home, vitals were 62% spo2 room air, b/p<PHONE_NUMBER>, pulse- <DATE_TIME>, brought to clinic.",409,Extremity weakness/symptoms of CVA,Neurologic,silver,
"76 yo male CC: altered mental status, low spo2% possible stroke",409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
"SOB, Confusion,",409,Extremity weakness/symptoms of CVA,Neurologic,silver,
75YF must have fell on the floor sometimes <DATE_TIME>. said her hip hurts and her R arm. She doesn't remember falling but mentioned she may be ill or has a bad cold.,802,Major trauma—blunt,Trauma,silver,
musculoskeletal 2: possible hip fx,557,Lower extremity injury,Orthopedic,rule,FEMUR_FRACTURE
"Found down at home <DATE_TIME>, last seen <DATE_TIME> around 1500.",409,Extremity weakness/symptoms of CVA,Neurologic,silver,
"Pt transferred from <LOCATION> after being found down approx 7am by dtr. Last known well 1500 <DATE_TIME>. <PERSON> presents with left side paralysis, left side neglect, and expressive aphasia",409,Extremity weakness/symptoms of CVA,Neurologic,silver,
establish care/hospital discharge,866,Minor complaints NOS,General and Minor,silver,
confusion,402,Confusion,Neurologic,silver,
"BIB Guardian from <LOCATION> for CVA. Pt arrives anxious and restless. PRN sedation meds given in flight after episodes of sundowning. Pt not answering questions, willl open eyes to look at staff. VS stable upon arrival. <LOCATION> doc notified.",409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
FV ED,866,Minor complaints NOS,General and Minor,silver,
FV Stroke /Hospital discharge,409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
awoke at <DATE_TIME> with left facial droop weakness to left side FSBS 117,409,Extremity weakness/symptoms of CVA,Neurologic,silver,
BIB EMS for possible stroke. New left sided weakness. Last known normal <DATE_TIME>. History of stroke. Required suctioning en route. Arrives asking for water. Not answering questions. English is not primary language.,409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
Follow up Hospital Rehab - <DATE_TIME> possible date,866,Minor complaints NOS,General and Minor,silver,
Hospital f/u- stroke,409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
F/U hospitalization,855,Direct referral for consultation,General and Minor,silver,
"unresponsive, vomiting, hypotension",401,Altered level of consciousness,Neurologic,silver,
"BIBGF fr <LOCATION> for acute pancreatitis. pt found unresponsive at home initial BP was 80-. when awake pt c/o severe abd pain. given MS. lipase <PHONE_NUMBER> amylase 1200. pt curretnly responsive to pain-given phenrgan, ativan, fent in flight. had zosyn at 0330",251,Abdominal pain,Gastrointestinal,silver,
chest pain 2 hrs center of chest nonradiating pain with slight shortness of breath. took nitro before coming with some relief. <DATE_TIME> pain now.,3,Chest pain—cardiac features,Cardiovascular,silver,
hospital <LOCATION> follow up,855,Direct referral for consultation,General and Minor,silver,
bib gaurdain c/c cholelithiasis surgery consult from <PERSON>. pt <DATE_TIME> <PERSON> pain for <DATE_TIME>. tachy pulse. ambulatory nad,251,Abdominal pain,Gastrointestinal,silver,
s/p EUS,865,Post-operative complications,General and Minor,rule,POST_OP
ambulatory w/walker. requesting refill on Diclofenac topical 1% for rash on LLE. has had same rash for <DATE_TIME>. staying in pt housing. denies other complaints,861,Prescription/medication request,General and Minor,silver,
Dehydration/Diarrhea,7,General weakness,Cardiovascular,rule,DEHYDRATION
"Nausea, vomiting, diarrhea",257,Nausea and/or vomiting,Gastrointestinal,silver,
GI Follow Up,855,Direct referral for consultation,General and Minor,silver,
"Arrived to ER room #01 with Medevac from <LOCATION>. The patient was lightheaded <DATE_TIME>, fell 4 times just <DATE_TIME>, he said.",8,Syncope/pre-syncope,Cardiovascular,silver,
follow up abdominal pain,251,Abdominal pain,Gastrointestinal,silver,
left arm weakness x <DATE_TIME>. states no previous hx of stroke,409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
"Pt BIB GF from <LOCATION> w/ c/o L-side weakness for <DATE_TIME>. Pt came in to health center for same reason but resolved. Possible TIA. Mg 2g and clopidogrel, atorvastatin, & ASA given PTA. CTA shows 90% blockage on carotid artery. AOx4. Hx of COPD, GERD.",409,Extremity weakness/symptoms of CVA,Neurologic,silver,
Sent by <LOCATION> for worsening left leg cellulitis. Recently discharged from hospital <DATE_TIME> and not taking PO antibiotics appropiately.,709,Localized swelling/redness,Skin,rule,LOCALIZED_INFECTION
Here for a folow up related to RLE cellulitis,709,Localized swelling/redness,Skin,rule,LOCALIZED_INFECTION
F/U Left Arm Pain/ Monitor Pain and Gabapentin use,554,Upper extremity pain,Orthopedic,silver,
hx of uterine ca,866,Minor complaints NOS,General and Minor,silver,
